payment_id,order_id,captured_date,gross_amount,method,status,order_type
pay_0419,order_0419,2026-07-28,6474.76,upi,captured,direct
pay_0420,order_0420,2026-07-28,4449.91,netbanking,captured,direct
pay_0421,order_0421,2026-07-28,2623.35,card,captured,marketplace
pay_0422,order_0422,2026-07-28,1100.89,upi,captured,direct
pay_0423,order_0423,2026-07-28,5863.79,netbanking,captured,direct
pay_0424,order_0424,2026-07-28,3981.54,card,captured,direct
pay_0425,order_0425,2026-07-28,2777.45,netbanking,captured,marketplace
pay_0426,order_0426,2026-07-28,2368.54,card,captured,marketplace
pay_0427,order_0427,2026-07-28,8271.43,upi,captured,direct
pay_0428,order_0428,2026-07-28,5164.9,wallet,captured,direct
pay_0429,order_0429,2026-07-28,7442.2,netbanking,captured,direct
pay_0430,order_0430,2026-07-28,6876.85,wallet,captured,marketplace
pay_0431,order_0431,2026-07-28,1016.03,netbanking,captured,direct
pay_0432,order_0432,2026-07-28,8650.12,upi,captured,marketplace
pay_0433,order_0433,2026-07-28,3990.38,netbanking,captured,direct
pay_0434,order_0434,2026-07-28,5141.72,upi,captured,direct
pay_0435,order_0435,2026-07-28,4166.49,upi,captured,direct
pay_0436,order_0436,2026-07-28,7059.81,upi,captured,direct
pay_0437,order_0437,2026-07-29,5151.88,upi,captured,direct
pay_0438,order_0438,2026-07-29,5015.79,card,captured,direct
pay_0439,order_0439,2026-07-29,3671.45,card,captured,direct
pay_0440,order_0440,2026-07-29,948.79,netbanking,captured,direct
pay_0441,order_0441,2026-07-29,7790.14,card,captured,marketplace
pay_0442,order_0442,2026-07-29,710.43,wallet,captured,marketplace
pay_0443,order_0443,2026-07-29,4907.67,card,captured,direct
pay_0444,order_0444,2026-07-29,4115.74,netbanking,captured,marketplace
pay_0445,order_0445,2026-07-29,4362.35,netbanking,captured,direct
pay_0446,order_0446,2026-07-29,8575.64,netbanking,captured,direct
pay_0447,order_0447,2026-07-29,991.13,wallet,captured,marketplace
pay_0448,order_0448,2026-07-29,3279.49,card,captured,marketplace
pay_0449,order_0449,2026-07-29,3795.55,card,captured,marketplace
pay_0450,order_0450,2026-07-29,3968.13,wallet,captured,marketplace
pay_0451,order_0451,2026-07-29,1652.15,upi,captured,direct
pay_0452,order_0452,2026-07-30,7047.51,card,captured,direct
pay_0453,order_0453,2026-07-30,7326.67,upi,captured,direct
pay_0454,order_0454,2026-07-30,7074.06,netbanking,captured,direct
pay_0455,order_0455,2026-07-30,491.16,card,captured,marketplace
pay_0456,order_0456,2026-07-30,2545.97,wallet,captured,marketplace
pay_0457,order_0457,2026-07-30,2313.32,card,captured,marketplace
pay_0458,order_0458,2026-07-30,1924.71,upi,captured,marketplace
pay_0459,order_0459,2026-07-30,5623.51,upi,captured,direct
pay_0460,order_0460,2026-07-30,7240.83,card,captured,marketplace
pay_0461,order_0461,2026-07-30,2001.28,card,captured,marketplace
pay_0462,order_0462,2026-07-30,7862.15,wallet,captured,direct
pay_0463,order_0463,2026-07-30,4119.95,card,captured,direct
pay_0464,order_0464,2026-07-30,4957.76,wallet,captured,direct
pay_0465,order_0465,2026-07-30,2753.69,netbanking,captured,direct
pay_0466,order_0466,2026-07-30,8779.03,card,captured,direct
pay_0467,order_0467,2026-07-30,4157.09,wallet,captured,direct
