settlement_id,payment_id,utr,settled_date,gross_amount,mdr_fee,gst_on_fee,tds_194o,adjustment,net_settled
setl_034,pay_0268,UTR157609459666,2026-07-19,7742.61,154.85,27.87,77.43,0.0,7482.46
setl_034,pay_0269,UTR157609459666,2026-07-19,6090.77,121.82,21.93,0.0,0.0,5947.02
setl_035,pay_0270,UTR228475055567,2026-07-20,1531.72,30.63,5.51,0.0,0.0,1495.58
setl_035,pay_0271,UTR228475055567,2026-07-20,5525.84,110.52,19.89,0.0,0.0,5395.43
setl_035,pay_0272,UTR228475055567,2026-07-20,5635.9,112.72,20.29,0.0,0.0,5502.89
setl_035,pay_0273,UTR228475055567,2026-07-20,5359.37,107.19,19.29,0.0,0.0,5232.89
setl_035,pay_0274,UTR228475055567,2026-07-20,5089.75,101.8,18.32,0.0,0.0,4969.63
setl_035,pay_0275,UTR228475055567,2026-07-20,2298.69,45.97,8.27,0.0,0.0,2244.45
setl_035,pay_0276,UTR228475055567,2026-07-20,1032.01,20.64,3.72,10.32,0.0,997.33
setl_035,pay_0277,UTR228475055567,2026-07-20,3863.85,77.28,13.91,0.0,0.0,3772.66
setl_035,pay_0278,UTR228475055567,2026-07-20,8904.08,178.08,32.05,89.04,0.0,8604.91
setl_036,pay_0279,UTR747842026084,2026-07-20,1858.13,37.16,6.69,0.0,0.0,1814.28
setl_036,pay_0280,UTR747842026084,2026-07-20,3918.88,78.38,14.11,39.19,0.0,3787.2
setl_036,pay_0281,UTR747842026084,2026-07-20,5074.63,101.49,18.27,0.0,0.0,4954.87
setl_036,pay_0282,UTR747842026084,2026-07-20,7613.8,152.28,27.41,76.14,0.0,7357.97
setl_036,pay_0283,UTR747842026084,2026-07-20,2749.07,54.98,9.9,0.0,0.0,2684.19
setl_036,pay_0284,UTR747842026084,2026-07-20,757.67,15.15,2.73,7.58,0.0,732.21
setl_036,pay_0285,UTR747842026084,2026-07-20,7694.85,153.9,27.7,0.0,0.0,7513.25
setl_036,pay_0286,UTR747842026084,2026-07-20,4348.32,86.97,15.65,0.0,0.0,4245.7
setl_036,pay_0287,UTR747842026084,2026-07-20,5493.89,109.88,19.78,0.0,0.0,5364.23
setl_037,pay_0288,UTR463312058510,2026-07-21,4916.94,98.34,17.7,49.17,0.0,4751.73
setl_037,pay_0289,UTR463312058510,2026-07-21,460.93,9.22,1.66,0.0,0.0,450.05
setl_037,pay_0290,UTR463312058510,2026-07-21,7165.87,143.32,25.8,0.0,0.0,6996.75
setl_037,pay_0291,UTR463312058510,2026-07-21,5222.96,104.46,18.8,0.0,0.0,5099.7
setl_037,pay_0292,UTR463312058510,2026-07-21,3850.07,77.0,13.86,0.0,0.0,3759.21
setl_037,pay_0293,UTR463312058510,2026-07-21,7114.03,142.28,25.61,71.14,0.0,6875.0
setl_038,pay_0294,UTR842395153057,2026-07-21,3620.43,72.41,13.03,0.0,0.0,3534.99
setl_038,pay_0295,UTR842395153057,2026-07-21,5972.96,119.46,21.5,59.73,0.0,5772.27
setl_038,pay_0296,UTR842395153057,2026-07-21,2761.74,55.23,9.94,0.0,0.0,2696.57
setl_038,pay_0297,UTR842395153057,2026-07-21,2685.36,53.71,9.67,0.0,0.0,2621.98
setl_038,pay_0298,UTR842395153057,2026-07-21,1332.25,26.64,4.8,0.0,0.0,1300.81
setl_038,pay_0299,UTR842395153057,2026-07-21,4952.3,99.05,17.83,49.52,0.0,4785.9
setl_038,pay_0300,UTR842395153057,2026-07-21,603.53,12.07,2.17,6.04,0.0,583.25
setl_038,pay_0301,UTR842395153057,2026-07-21,3376.18,67.52,12.15,33.76,0.0,3262.75
setl_038,pay_0302,UTR842395153057,2026-07-21,1826.4,36.53,6.58,18.26,0.0,1765.03
setl_039,pay_0303,UTR849754952027,2026-07-22,2082.4,41.65,7.5,20.82,0.0,2012.43
setl_039,pay_0304,UTR849754952027,2026-07-22,6798.13,135.96,24.47,0.0,0.0,6637.7
setl_039,pay_0305,UTR849754952027,2026-07-22,6414.84,128.3,23.09,64.15,0.0,6199.3
setl_039,pay_0306,UTR849754952027,2026-07-22,6988.91,139.78,25.16,69.89,0.0,6754.08
setl_039,pay_0307,UTR849754952027,2026-07-22,7292.33,145.85,26.25,72.92,0.0,7047.31
setl_039,pay_0308,UTR849754952027,2026-07-22,3316.03,66.32,11.94,0.0,0.0,3237.77
setl_039,pay_0309,UTR849754952027,2026-07-22,1074.49,21.49,3.87,0.0,0.0,1049.13
setl_040,pay_0310,UTR748487026122,2026-07-22,6999.75,140.0,25.2,0.0,0.0,6834.55
setl_040,pay_0311,UTR748487026122,2026-07-22,5090.27,101.81,18.33,0.0,0.0,4970.13
setl_040,pay_0312,UTR748487026122,2026-07-22,4333.8,86.68,15.6,0.0,0.0,4231.52
setl_040,pay_0313,UTR748487026122,2026-07-22,2787.28,55.75,10.04,27.87,0.0,2693.62
setl_040,pay_0314,UTR748487026122,2026-07-22,6327.33,126.55,22.78,63.27,0.0,6114.73
setl_040,pay_0315,UTR748487026122,2026-07-22,530.05,10.6,1.91,0.0,0.0,517.54
setl_040,pay_0316,UTR748487026122,2026-07-22,3178.13,63.56,11.44,31.78,0.0,3071.35
setl_040,pay_0317,UTR748487026122,2026-07-22,6658.63,133.17,23.97,0.0,0.0,6501.49
setl_041,pay_0318,UTR979505110502,2026-07-23,6665.53,133.31,24.0,0.0,0.0,6508.22
setl_041,pay_0319,UTR979505110502,2026-07-23,6975.42,139.51,25.11,69.75,0.0,6741.05
setl_041,pay_0320,UTR979505110502,2026-07-23,7406.87,148.14,26.67,0.0,0.0,7232.06
setl_041,pay_0321,UTR979505110502,2026-07-23,6887.65,137.75,24.8,68.88,0.0,6656.22
setl_041,pay_0322,UTR979505110502,2026-07-23,3539.39,70.79,12.74,0.0,0.0,3455.86
setl_041,pay_0323,UTR979505110502,2026-07-23,6377.27,127.55,22.96,63.77,0.0,6162.99
setl_041,pay_0324,UTR979505110502,2026-07-23,1245.11,24.9,4.48,0.0,-435.79,779.94
setl_042,pay_0325,UTR558476939238,2026-07-23,2405.48,48.11,8.66,24.05,0.0,2324.66
setl_042,pay_0326,UTR558476939238,2026-07-23,5866.39,117.33,21.12,0.0,0.0,5727.94
setl_042,pay_0327,UTR558476939238,2026-07-23,2025.37,40.51,7.29,20.25,0.0,1957.32
setl_042,pay_0328,UTR558476939238,2026-07-23,8756.64,175.13,31.52,87.57,0.0,8462.42
setl_042,pay_0329,UTR558476939238,2026-07-23,8732.98,174.66,31.44,87.33,0.0,8439.55
setl_042,pay_0330,UTR558476939238,2026-07-23,1775.94,35.52,6.39,0.0,0.0,1734.03
setl_042,pay_0331,UTR558476939238,2026-07-23,7391.76,147.84,26.61,0.0,0.0,7217.31
setl_043,pay_0332,UTR713341033639,2026-07-24,1246.89,24.94,4.49,0.0,0.0,1217.46
setl_043,pay_0333,UTR713341033639,2026-07-24,3073.04,61.46,11.06,0.0,0.0,3000.52
setl_043,pay_0334,UTR713341033639,2026-07-24,4164.9,83.3,14.99,0.0,0.0,4066.61
setl_043,pay_0335,UTR713341033639,2026-07-24,6429.55,128.59,23.15,64.3,0.0,6213.51
setl_043,pay_0336,UTR713341033639,2026-07-24,1436.09,28.72,5.17,0.0,0.0,1402.2
setl_043,pay_0337,UTR713341033639,2026-07-24,562.4,11.25,2.02,0.0,0.0,549.13
setl_043,pay_0338,UTR713341033639,2026-07-24,6697.17,133.94,24.11,66.97,0.0,6472.15
setl_043,pay_0339,UTR713341033639,2026-07-24,6962.69,139.25,25.06,0.0,0.0,6798.38
setl_044,pay_0340,UTR549465060984,2026-07-24,1765.66,35.31,6.36,17.66,0.0,1706.33
setl_044,pay_0341,UTR549465060984,2026-07-24,3491.49,69.83,12.57,0.0,0.0,3409.09
setl_044,pay_0342,UTR549465060984,2026-07-24,1319.13,26.38,4.75,13.19,0.0,1274.81
setl_044,pay_0343,UTR549465060984,2026-07-24,4375.24,87.5,15.75,0.0,0.0,4271.99
setl_044,pay_0344,UTR549465060984,2026-07-24,6458.7,129.17,23.25,0.0,0.0,6306.28
setl_044,pay_0345,UTR549465060984,2026-07-24,4650.37,93.01,16.74,0.0,0.0,4540.62
setl_045,pay_0346,UTR549320804913,2026-07-25,643.05,12.86,2.31,0.0,0.0,627.88
setl_045,pay_0347,UTR549320804913,2026-07-25,4949.2,98.98,17.82,0.0,0.0,4832.4
setl_045,pay_0348,UTR549320804913,2026-07-25,4103.03,82.06,14.77,41.03,0.0,3965.17
setl_045,pay_0349,UTR549320804913,2026-07-25,6009.13,120.18,21.63,0.0,0.0,5867.32
setl_045,pay_0350,UTR549320804913,2026-07-25,934.91,18.7,3.37,9.35,0.0,903.49
setl_045,pay_0351,UTR549320804913,2026-07-25,1580.93,31.62,5.69,0.0,0.0,1543.62
setl_045,pay_0352,UTR549320804913,2026-07-25,1261.26,25.23,4.54,0.0,0.0,1231.49
setl_045,pay_0353,UTR549320804913,2026-07-25,830.35,16.61,2.99,0.0,0.0,810.75
setl_046,pay_0354,UTR241685906927,2026-07-25,1019.42,20.39,3.67,0.0,0.0,995.36
setl_046,pay_0355,UTR241685906927,2026-07-25,6448.67,128.97,23.21,64.49,0.0,6232.0
setl_046,pay_0356,UTR241685906927,2026-07-25,3745.19,74.9,13.48,0.0,0.0,3656.81
setl_046,pay_0357,UTR241685906927,2026-07-25,3207.43,64.15,11.55,0.0,0.0,3131.73
setl_046,pay_0358,UTR241685906927,2026-07-25,1663.06,33.26,5.99,0.0,0.0,1623.81
setl_046,pay_0359,UTR241685906927,2026-07-25,1452.66,29.05,5.23,0.0,0.0,1418.38
setl_046,pay_0360,UTR241685906927,2026-07-25,1682.05,33.64,6.06,16.82,0.0,1625.53
setl_047,pay_0361,UTR454716422315,2026-07-26,2127.1,42.54,7.66,21.27,0.0,2055.63
setl_047,pay_0362,UTR454716422315,2026-07-26,8077.47,161.55,29.08,0.0,0.0,7886.84
setl_047,pay_0363,UTR454716422315,2026-07-26,8118.86,162.38,29.23,81.19,0.0,7846.06
setl_047,pay_0364,UTR454716422315,2026-07-26,8458.09,169.16,30.45,84.58,0.0,8173.9
setl_047,pay_0365,UTR454716422315,2026-07-26,5039.62,100.79,18.14,0.0,0.0,4920.69
setl_047,pay_0366,UTR454716422315,2026-07-26,7925.69,158.51,28.53,0.0,0.0,7738.65
setl_048,pay_0367,UTR806341914182,2026-07-26,937.8,18.76,3.38,0.0,0.0,915.66
setl_048,pay_0368,UTR806341914182,2026-07-26,4769.8,95.4,17.17,0.0,0.0,4657.23
setl_048,pay_0369,UTR806341914182,2026-07-26,7770.06,155.4,27.97,0.0,0.0,7586.69
setl_048,pay_0370,UTR806341914182,2026-07-26,1147.14,22.94,4.13,11.47,0.0,1108.6
setl_048,pay_0371,UTR806341914182,2026-07-26,988.72,19.77,3.56,9.89,0.0,955.5
setl_048,pay_0372,UTR806341914182,2026-07-26,4294.07,85.88,15.46,0.0,0.0,4192.73
setl_049,pay_0373,UTR763596288927,2026-07-27,1339.96,26.8,4.82,0.0,0.0,1308.34
setl_049,pay_0374,UTR763596288927,2026-07-27,7165.16,143.3,25.79,0.0,0.0,6996.07
setl_049,pay_0375,UTR763596288927,2026-07-27,4809.61,96.19,17.31,0.0,0.0,4696.11
setl_049,pay_0376,UTR763596288927,2026-07-27,4639.14,92.78,16.7,46.39,0.0,4483.27
setl_049,pay_0377,UTR763596288927,2026-07-27,4480.98,89.62,16.13,0.0,0.0,4375.23
setl_049,pay_0378,UTR763596288927,2026-07-27,3577.3,71.55,12.88,0.0,0.0,3492.87
setl_049,pay_0379,UTR763596288927,2026-07-27,4224.83,84.5,15.21,0.0,0.0,4125.12
setl_049,pay_0380,UTR763596288927,2026-07-27,1003.94,20.08,3.61,10.04,0.0,970.21
setl_049,pay_0381,UTR763596288927,2026-07-27,1277.58,25.55,4.6,0.0,0.0,1247.43
setl_050,pay_0382,UTR245220443325,2026-07-27,6449.53,128.99,23.22,0.0,0.0,6297.32
setl_050,pay_0383,UTR245220443325,2026-07-27,7325.59,146.51,26.37,73.26,0.0,7079.45
setl_050,pay_0384,UTR245220443325,2026-07-27,7276.6,145.53,26.2,0.0,0.0,7104.87
setl_050,pay_0385,UTR245220443325,2026-07-27,7860.86,157.22,28.3,78.61,0.0,7596.73
setl_050,pay_0386,UTR245220443325,2026-07-27,6595.75,131.92,23.75,65.96,0.0,6374.12
setl_050,pay_0387,UTR245220443325,2026-07-27,6359.91,127.2,22.9,0.0,0.0,6209.81
setl_051,pay_0388,UTR631101638339,2026-07-28,1434.75,28.7,5.17,14.35,0.0,1386.53
setl_051,pay_0389,UTR631101638339,2026-07-28,1504.65,30.09,5.42,0.0,0.0,1469.14
setl_051,pay_0390,UTR631101638339,2026-07-28,8764.32,175.29,31.55,0.0,0.0,8557.48
setl_051,pay_0391,UTR631101638339,2026-07-28,6685.77,133.72,24.07,0.0,0.0,6527.98
setl_051,pay_0392,UTR631101638339,2026-07-28,603.59,12.07,2.17,6.04,0.0,583.31
setl_051,pay_0393,UTR631101638339,2026-07-28,3863.31,77.27,13.91,38.63,0.0,3733.5
setl_051,pay_0394,UTR631101638339,2026-07-28,1802.1,36.04,6.49,0.0,0.0,1759.57
setl_052,pay_0395,UTR254917689778,2026-07-28,1262.14,25.24,4.54,0.0,0.0,1232.36
setl_052,pay_0396,UTR254917689778,2026-07-28,4244.68,84.89,15.28,0.0,0.0,4144.51
setl_052,pay_0397,UTR254917689778,2026-07-28,1950.55,39.01,7.02,19.51,0.0,1885.01
setl_052,pay_0398,UTR254917689778,2026-07-28,8445.71,168.91,30.4,0.0,0.0,8246.4
setl_052,pay_0399,UTR254917689778,2026-07-28,851.64,17.03,3.07,8.52,0.0,823.02
setl_052,pay_0400,UTR254917689778,2026-07-28,7367.07,147.34,26.52,73.67,0.0,7119.54
setl_053,pay_0401,UTR566699473017,2026-07-29,6665.65,133.31,24.0,0.0,0.0,6508.34
setl_053,pay_0402,UTR566699473017,2026-07-29,2560.4,51.21,9.22,0.0,0.0,2499.97
setl_053,pay_0403,UTR566699473017,2026-07-29,3919.39,78.39,14.11,0.0,0.0,3826.89
setl_053,pay_0404,UTR566699473017,2026-07-29,7411.63,148.23,26.68,0.0,0.0,7236.72
setl_053,pay_0405,UTR566699473017,2026-07-29,5825.3,116.51,20.97,0.0,0.0,5687.82
setl_053,pay_0406,UTR566699473017,2026-07-29,2612.3,52.25,9.4,26.12,0.0,2524.53
setl_053,pay_0407,UTR566699473017,2026-07-29,380.6,7.61,1.37,3.81,0.0,367.81
setl_053,pay_0408,UTR566699473017,2026-07-29,8346.24,166.92,30.05,83.46,0.0,8065.81
setl_053,pay_0409,UTR566699473017,2026-07-29,3335.07,66.7,12.01,33.35,0.0,3223.01
setl_054,pay_0410,UTR922475007249,2026-07-29,2142.29,42.85,7.71,21.42,0.0,2070.31
setl_054,pay_0411,UTR922475007249,2026-07-29,5545.63,110.91,19.96,0.0,0.0,5414.76
setl_054,pay_0412,UTR922475007249,2026-07-29,1055.76,21.12,3.8,10.56,0.0,1020.28
setl_054,pay_0413,UTR922475007249,2026-07-29,4874.09,97.48,17.55,48.74,0.0,4710.32
setl_054,pay_0414,UTR922475007249,2026-07-29,3582.67,71.65,12.9,0.0,0.0,3498.12
setl_054,pay_0415,UTR922475007249,2026-07-29,7739.63,154.79,27.86,0.0,0.0,7556.98
setl_054,pay_0416,UTR922475007249,2026-07-29,1507.68,30.15,5.43,0.0,0.0,1472.1
setl_054,pay_0417,UTR922475007249,2026-07-29,2102.22,42.04,7.57,0.0,0.0,2052.61
setl_054,pay_0418,UTR922475007249,2026-07-29,7531.08,150.62,27.11,0.0,0.0,7353.35
setl_055,pay_0419,UTR366742651064,2026-07-30,6474.76,129.5,23.31,0.0,0.0,6321.95
setl_055,pay_0420,UTR366742651064,2026-07-30,4449.91,89.0,16.02,0.0,0.0,4344.89
setl_055,pay_0421,UTR366742651064,2026-07-30,2623.35,52.47,9.44,26.23,0.0,2535.21
setl_055,pay_0422,UTR366742651064,2026-07-30,1100.89,22.02,3.96,0.0,0.0,1074.91
setl_055,pay_0423,UTR366742651064,2026-07-30,5863.79,117.28,21.11,0.0,0.0,5725.4
setl_055,pay_0424,UTR366742651064,2026-07-30,3981.54,79.63,14.33,0.0,0.0,3887.58
setl_055,pay_0425,UTR366742651064,2026-07-30,2777.45,55.55,10.0,27.77,0.0,2684.13
setl_055,pay_0426,UTR366742651064,2026-07-30,2368.54,47.37,8.53,23.69,0.0,2288.95
setl_055,pay_0427,UTR366742651064,2026-07-30,8271.43,165.43,29.78,0.0,0.0,8076.22
setl_056,pay_0428,UTR950194325949,2026-07-30,5164.9,103.3,18.59,0.0,0.0,5043.01
setl_056,pay_0429,UTR950194325949,2026-07-30,7442.2,148.84,26.79,0.0,0.0,7266.57
setl_056,pay_0430,UTR950194325949,2026-07-30,6876.85,137.54,24.76,68.77,0.0,6645.78
setl_056,pay_0431,UTR950194325949,2026-07-30,1016.03,20.32,3.66,0.0,0.0,992.05
setl_056,pay_0432,UTR950194325949,2026-07-30,8650.12,173.0,31.14,86.5,0.0,8359.48
setl_056,pay_0433,UTR950194325949,2026-07-30,3990.38,79.81,14.37,0.0,0.0,3896.2
setl_056,pay_0434,UTR950194325949,2026-07-30,5141.72,102.83,18.51,0.0,0.0,5020.38
setl_056,pay_0435,UTR950194325949,2026-07-30,4166.49,83.33,15.0,0.0,0.0,4068.16
setl_056,pay_0436,UTR950194325949,2026-07-30,7059.81,141.2,25.42,0.0,0.0,6893.19
setl_057,pay_0437,UTR755476469892,2026-07-31,5151.88,103.04,18.55,0.0,0.0,5030.29
setl_057,pay_0438,UTR755476469892,2026-07-31,5015.79,100.32,18.06,0.0,0.0,4897.41
setl_057,pay_0439,UTR755476469892,2026-07-31,3671.45,73.43,13.22,0.0,0.0,3584.8
setl_057,pay_0440,UTR755476469892,2026-07-31,948.79,18.98,3.42,0.0,0.0,926.39
setl_057,pay_0441,UTR755476469892,2026-07-31,7790.14,155.8,28.04,77.9,0.0,7528.4
setl_057,pay_0442,UTR755476469892,2026-07-31,710.43,14.21,2.56,7.1,0.0,686.56
setl_057,pay_0443,UTR755476469892,2026-07-31,4907.67,98.15,17.67,0.0,0.0,4791.85
setl_057,pay_0444,UTR755476469892,2026-07-31,4115.74,82.31,14.82,41.16,0.0,3977.45
setl_057,pay_0445,UTR755476469892,2026-07-31,4362.35,87.25,15.7,0.0,0.0,4259.4
setl_058,pay_0446,UTR760045839791,2026-07-31,8575.64,171.51,30.87,0.0,0.0,8373.26
setl_058,pay_0447,UTR760045839791,2026-07-31,991.13,19.82,3.57,9.91,0.0,957.83
setl_058,pay_0448,UTR760045839791,2026-07-31,3279.49,65.59,11.81,32.79,0.0,3169.3
setl_058,pay_0449,UTR760045839791,2026-07-31,3795.55,75.91,13.66,37.96,0.0,3668.02
setl_058,pay_0450,UTR760045839791,2026-07-31,3968.13,79.36,14.28,39.68,0.0,3834.81
setl_058,pay_0451,UTR760045839791,2026-07-31,1652.15,33.04,5.95,0.0,0.0,1613.16
setl_059,pay_0452,UTR715509967407,2026-08-01,7047.51,140.95,25.37,0.0,0.0,6881.19
setl_059,pay_0453,UTR715509967407,2026-08-01,7326.67,146.53,26.38,0.0,0.0,7153.76
setl_059,pay_0454,UTR715509967407,2026-08-01,7074.06,141.48,25.47,0.0,0.0,6907.11
setl_059,pay_0455,UTR715509967407,2026-08-01,491.16,9.82,1.77,4.91,0.0,474.66
setl_059,pay_0456,UTR715509967407,2026-08-01,2545.97,50.92,9.17,25.46,0.0,2460.42
setl_059,pay_0457,UTR715509967407,2026-08-01,2313.32,46.27,8.33,23.13,0.0,2235.59
setl_059,pay_0458,UTR715509967407,2026-08-01,1924.71,38.49,6.93,19.25,0.0,1860.04
setl_059,pay_0459,UTR715509967407,2026-08-01,5623.51,112.47,20.24,0.0,0.0,5490.8
setl_059,pay_0460,UTR715509967407,2026-08-01,7240.83,144.82,26.07,72.41,0.0,6997.53
setl_060,pay_0461,UTR514882014361,2026-08-01,2001.28,40.03,7.21,20.01,0.0,1934.03
setl_060,pay_0462,UTR514882014361,2026-08-01,7862.15,157.24,28.3,0.0,0.0,7676.61
setl_060,pay_0463,UTR514882014361,2026-08-01,4119.95,82.4,14.83,0.0,0.0,4022.72
setl_060,pay_0464,UTR514882014361,2026-08-01,4957.76,99.16,17.85,0.0,0.0,4840.75
setl_060,pay_0465,UTR514882014361,2026-08-01,2753.69,55.07,9.91,0.0,0.0,2688.71
setl_060,pay_0466,UTR514882014361,2026-08-01,8779.03,175.58,31.6,0.0,0.0,8571.85
setl_060,pay_0467,UTR514882014361,2026-08-01,4157.09,83.14,14.97,0.0,0.0,4058.98
